"公司代號","公司名稱","公司簡稱","產業類別","外國企業註冊地國","住址","營利事業統一編號","董事長","總經理","發言人","發言人職稱","代理發言人","總機電話","成立日期","上市日期","普通股每股面額","實收資本額(元)","已發行普通股數或TDR原發行股數","私募普通股(股)","特別股(股)","編製財務報告類型","普通股盈餘分派或虧損撥補頻率","普通股年度(含第4季或後半年度)現金股息及紅利決議層級","股票過戶機構","過戶電話","過戶地址","簽證會計師事務所","簽證會計師1","簽證會計師2","英文簡稱","英文通訊地址","傳真機號碼","電子郵件信箱","公司網址","投資人關係聯絡人","投資人關係聯絡人職稱","投資人關係聯絡電話","投資人關係聯絡電子郵件","公司網站內利害關係人專區網址","公司網站內公司治理資訊專區網址"
"6472","保瑞藥業股份有限公司","保瑞","生技醫療業","－","台北市內湖區瑞光路26巷36弄2號6樓","	28684877","盛保熙","盛保熙","王錦菊","副總經理","陳荻雅","(02)27901555","2007/06/12","2023/12/19",新台幣                 10.0000元,1277413590,127741359,0,0,合併,每半會計年度,董事會,"台新綜合證券股份有限公司","(02)25048125","104台北市中山區建國北路一段96號B1","安永聯合會計師事務所","胡子仁","姚世傑","Bora","6F., No. 2, Aly. 36, Ln. 26, Ruiguang Rd.Neihu Dist., Taipei City 114, Taiwan","(02)27906595","public01@bora-corp.com","https://bora-corp.com/","陳荻雅","投資人關係資深經理","(02)27901555","public01@bora-corp.com","https://reurl.cc/yAEb5E","https://reurl.cc/XQWrO3"
"6477","安集科技股份有限公司","安集","光電業","－","台南市安南區科技五路19號","	28580346","黃國棟","黃國棟","林婉玲","特別助理","張又菁","06-5105988","2007/02/13","2016/06/21",新台幣                 10.0000元,1237871960,123787196,0,0,合併,每年,董事會,"福邦證券股份有限公司","02-23711658","台北市中正區忠孝西路一段6號6樓","安永聯合會計師事務所","姚世傑","洪國森","Anji","No. 19 Keji 5 Th Rd., Annan DistrictTainan 709, Taiwan","06-5105989","anjitek@anjitek.com","http://www.anjitek.com","林婉玲","特別助理","06-5105988","winnie@anjitek.com","https://www.anjitek.com/stakeholders","https://www.anjitek.com/data-24626"
"6491","晶碩光學股份有限公司","晶碩","生技醫療業","－","桃園市龜山區興業街5號2樓之1","	25021158","郭明棟","楊德勝","王景祥","財會處資深處長","李國安","03-3298808","2009/08/26","2019/10/07",新台幣                 10.0000元,780000000,78000000,0,0,合併,每年,董事會,"凱基證券股份有限公司股務代理部","02-23892999","台北市重慶南路一段2號5樓","安永聯合會計師事務所","張志銘","陳國帥","PEGAVISION","No. 5, Shing Yeh St. Kwei Shan Dist.Taoyuan City 333, Taiwan (R.O.C.)","03-3298897","ir@pegavision.com","http://www.pegavision.com","彭威捷","財會處經理","03-3298808","ir@pegavision.com","https://www.pegavision.com/tw/csr7.php","https://www.pegavision.com/tw/investor1_page03.php"
"6504","南六企業股份有限公司","南六","其他","－","高雄市燕巢區角宿里四林路699號","	75989858","黃清山","黃世鐘","許長成","經理","陳士玄","07-6116616","1978/12/01","2013/05/07",新台幣                 10.0000元,726000000,72600000,0,0,合併,每年,股東會,"元大證券股務代理部","02-25865859","臺北市大安區敦化南路2段67號地下一樓","資誠聯合會計師事務所","林秀珊","田中玉","NAN LIU　　","No.699 Silin Road, Yanchao District,　　KAOHSIUNG,TAIWAN, R.O.C.","07-6168938","charlie_hsu@nanliugroup.com","https://www.nanliugroup.com/","許長成","經理","07-6116616","charlie_hsu@nanliugroup.com","https://www.nanliugroup.com/stakeholder","https://reurl.cc/YY3r9D"
"6505","台塑石化股份有限公司","台塑化","油電燃氣業","－","台北市內湖區南京東路六段380號(A2棟)4樓","	86522210","曹明","林克彥","林克彥","總經理","蔡健堂","(02)2712-2211","1992/04/06","2003/12/26",新台幣                 10.0000元,95259596520,9525959652,0,0,合併,每年,董事會,"本公司股務組","(02)2718-9898","台北市內湖區南京東路六段380號10樓","安永聯合會計師事務所","張正道","黃建澤","FPCC","4F, No. 380, Sec. 6, Nanjing E. Rd., Neihu Dist., Taipei City(A2)TAIPEI TAIWAN","(02)2712-3590","fpccir@fpcc.com.tw","WWW.FPCC.COM.TW","藍筱湄","資深管理師","(02)2712-2211","fpccir@fpcc.com.tw","http://www.fpcc.com.tw/tw/corporate/stakeholder","https://www.fpcc.com.tw/tw/corporate/governace"
"6515","穎崴科技股份有限公司","穎崴","半導體業","－","高雄市楠梓區創意南路68號","	13145774","王嘉煌","王嘉煌","陳紹焜","執行副總經理","李振昆","07-3610999","2001/04/10","2021/01/20",新台幣                 10.0000元,360416420,36041642,0,0,合併,每年,董事會,"元大證券股份有限公司股務代理部","02-2586-5859","臺北市大安區敦化南路二段67號地下一樓","安侯建業聯合會計師事務所","高鈺倫","曾國禓","WinWay","No. 68, Chuangyi S. Rd.Kaohsiung City 81156, Taiwan (R.O.C.)","07-3610099","0","https://www.winwayglobal.com/","余茂","專案經理","07-3610999","mao.yu@winwayglobal.com","https://www.winwayglobal.com/zh-TW","https://www.winwayglobal.com/zh-TW/governance-intro"
"6525","捷敏股份有限公司","捷敏-KY","半導體業","KY","新北市中和區橋安街35號10樓","	49791260","鄭祝良","湯彥鏘","王瑞萍","財務部協理","吳俊璟","02-2248-0680","1998/04/17","2016/04/12",新台幣                 10.0000元,1290473840,129047384,0,0,合併,每年,董事會,"元大證券股份有限公司股務代理部","02-2586-5859","臺北市大安區敦化南路2段67號地下一樓","勤業眾信聯合會計師事務所","張耿禧","尤盟貴","GEM","10F.,NO.35,Qiao'an St.,Zhonghe Dist.,New Taipei City 235, Taiwan (R.O.C.)","02-8245-3100","IR@gemservices.com","www.gemservices.com","王瑞萍","財務部協理","02-2248-0680","IR@gemservices.com","www.gemservices.com","https://www.gemservices.com/zh_TW/corporategovernance.html"
"6526","達發科技股份有限公司","達發","半導體業","－","新竹縣竹北市台元二街12號14樓之1","	12883169","謝清江","謝清江","謝孟翰","執行副總經理","廖益源","(03)6128800","2001/08/14","2023/10/19",新台幣                 10.0000元,1675055540,167505554,0,0,合併,每年,董事會,"中國信託商業銀行代理部","(02)66365566","台北市重慶南路1段83號5樓","安永聯合會計師事務所","胡慎緁","楊雨霓","Airoha","14F.-1, No. 12, Taiyuan 2nd St., Zhubei City,Hsinchu County 302082 , Taiwan (R.O.C.)","(03)6118833","ir@airoha.com","http://www.airoha.com","廖益源","財務協理","(03)6128800","ir@airoha.com","http://www.airoha.com","https://www.airoha.com/zh-TW/about/governance/regulations"
"6531","愛普科技股份有限公司","愛普*","半導體業","－","新竹縣竹北市台元一街一號10樓之一","	53503847","陳文良","洪志勳","林郁昕","財務長","洪志勳","03-560-1558","2011/08/04","2016/05/31",新台幣                  5.0000元,813537660,162707532,0,0,合併,每年,董事會,"凱基證券股份有限公司股務代理部","02-2389-2999","台北市中正區重慶南路一段2號5樓","勤業眾信聯合會計師事務所","莊碧玉","尤志峰","AP Memory","10F-1, No.1, Taiyuan 1st ST.,Zhubei City, Hsinchu County, R.O.C.","03-560-1518","ir@apmemory.com","www.apmemory.com","林郁昕","財務長","03-5601651","ir@apmemory.com","www.apmemory.com","https://www.apmemory.com/tw/investor/governance?investor-tab=management"
"6533","晶心科技股份有限公司","晶心科","半導體業","－","新竹科學園區新竹市力行一路1號3樓A1-4","	27638046","林志明","蘇泓萌","李耿民","董事長特別助理","謝幼齡/謝光宇","03-5726533","2005/03/14","2017/03/14",新台幣                 10.0000元,506509110,50650911,0,0,合併,每年,董事會,"宏遠證券股份有限公司股務代理部","02-2326-8818","台北市信義路四段236號3樓","安永聯合會計師事務所","邱琬茹","許新民","ANDES","A1-4, 3F, NO.1, Li-Hsin First Road, Hsinchu Science ParkHsinchu City 30078, Taiwan","03-5726535","ir@andestech.com","http://www.andestech.com","李耿民","董事長特別助理","03-5726533","ir@andestech.com","http://www.andestech.com/tw/investors-stakeholder.php","https://www.andestech.com/tw/????·|???U?e??·|?????????P???v?d/"
"6534","正瀚生技股份有限公司","正瀚-創","生技醫療業","－","南投縣南投市內興里文獻路89號","	54313303","吳正邦","陳文仁 (暫代)","羅心君","會計部經理","林廷翰","049-7009198","2013/11/29","2023/12/21",新台幣                 10.0000元,1028000000,102800000,0,0,合併,每半會計年度,董事會,"兆豐證券股份有限公司股務代理部","02-33930898","台北市中正區忠孝東路二段95號1樓","安侯建業聯合會計師事務所","陳政學","張字信","CHBIO","No.89, Wenxian Rd., Nantou City,Nantou County 54041, Taiwan","049-2371717","info@chbio.com.tw","www.chbio.com.tw","張尹騰","財會處處長","049-2339555","yintengchang@chbio.com.tw","www.chbio.com.tw","https://www.chbio.com/investor_relation/corporate_governance/corporate_governance_overview/"
"6541","泰福生技股份有限公司","泰福-KY","生技醫療業","KY","P.O. Box 31119, Grand Pavilion, 802 West Bay Rd., KY1-1205","	24797816","盛保熙","Stephen Lam","Stephen Lam","執行長","欒君儀","03-6583899","2013/05/08","2017/10/26",新台幣                 10.0000元,2649863670,264986367,0,0,合併,每年,董事會,"中國信託商業銀行股份有限公司","02-66365566","台北市重慶南路一段83號5樓","資誠聯合會計師事務所","蔡蓓華","梁華玲","Tanvex","6F, No. 12-2, Sec. 2, Shengyi Rd., Zhubei CityHsinchu County, Taiwan (R.O.C.)","03-6589567","contact@tanvex.com","www.tanvex.com","－","－","03-6583899","contact@tanvex.com","?L","https://www.tanvex.com/investor-c.php#sec-2"
"6550","北極星藥業集團股份有限公司","北極星藥業-KY","生技醫療業","KY","P.O. Box 309, Ugland House,Grand Cayman, KY1-1104, Cayman","	24792045","陳賢哲","陳賢哲(暫代)","沈意潔","會計主管暨財務經理","陳靜慧","02-2656-2727","2006/02/09","2022/06/06",新台幣                 10.0000元,8598926880,859892688,396484666,0,合併,每年,股東會,"中國信託商業銀行代理部","02- 6636-5566","台北市重慶南路一段83號5樓","資誠聯合會計師事務所","廖容翎","簡汎亞","PG","7F, NO.298, Ruiguang Rd., Neihu DistTaipei, Taiwan","02-2656-2626","ir@polarispharma.com","www.polarispharma.com","陳靜慧","投資人關係經理","0226562727","ir@polarispharma.com","?L","https://polarispharma.com/investors/"
"6552","易華電子股份有限公司","易華電","半導體業","－","高雄市楠梓區新開發路8號","	76025826","&#28201;文郁","黃梅雪","黃梅雪","總經理","陳嵩州","07-9620668","1973/10/06","2017/01/10",新台幣                 10.0000元,830000000,83000000,0,0,個別,每年,股東會,"永豐金證券股份有限公司","02-23816288","台北市博愛路17號3樓","勤業眾信聯合會計師事務所","王兆群","陳秀雯","JMC","N0. 8, SHINKAIFA ROAD, NANZIH DISTRICT, KAOHSIUNG CITY, TAIWAN (R.O.C.)Kaohsiung. Taiwan, R.O.C.","07-3651181","stock.service@jmct.com.tw","http://www.jmct.com.tw","楊千儀","財會部經理","07-9620668","stock.service@jmct.com.tw","http://www.jmct.com.tw","https://www.jmct.com.tw/tw/investor/governance_operations"
"6558","興能高科技股份有限公司","興能高","其他電子業","－","新竹科學園區新竹市展業一路9號6樓之一、之三","	97430131","陳國鍾","謝祥豪","謝祥豪","總經理","黃逸怡","(03)5643700","1997/03/10","2018/12/05",新台幣                 10.0000元,937888750,93788875,7300000,0,合併,每年,董事會,"統一綜合證券股務代理部","(02)27478266","台北市松山區東興路8號地下一樓","資誠聯合會計師事務所","江采燕","謝智政","SYNergy","6F-1 & 6F-3 ,No.9,Prosperity DR.1,Hsinchu Science ParkHsinchu,Taiwan 30078 R.O.C.","(03)5646767","ir@synst.com.tw","www.synst.com.tw","謝祥豪","總經理","035643700","ir@synst.com.tw","www.synst.com.tw","https://www.synst.com.tw/zh-tw/a4-1206-4670/???q?v?z.html"
"6573","虹揚發展科技股份有限公司","虹揚-KY","半導體業","KY","新北市新店區北新路三段207-5號4樓","	53016234","高桂珍","方欣怡","程御峰","副總經理","龔雅惠","8913-1399","2009/12/11","2017/09/26",新台幣                 10.0000元,804993450,80499345,0,0,合併,每年,股東會,"康和綜合證券股份有限公司","8787-1888","台北市信義區基隆路一段176號","德昌聯合會計師事務所","陳秀莉","陳文彬","HY","4F., No.207-5, Sec. 3, Beixin Rd., Xindian Dist.New Taipei City, Taiwan (R.O.C.)","8913-1388","hytech@hygroup.com.tw","https://www.hygroup.com.tw","王興邦","公關部專員","(02)8913-1399","hytech@hygroup.com.tw","https://www.hygroup.com.tw/tw-ww/csr/editor.aspx?CID=3","https://www.hygroup.com.tw/tw-ww/investors/architecture.aspx"
"6579","研揚科技股份有限公司","研揚","電腦及週邊設備業","－","新北市新店區寶橋路235巷135號5樓","	53113073","莊永順","林建宏","杜昀真","資深協理","莊健群","(02)8919-1234","2010/12/01","2017/08/21",新台幣                 10.0000元,1694512210,169451221,0,0,合併,每年,股東會,"凱基證券股份有限公司股務代理部","(02)2314-8800","台北市重慶南路一段2號5樓","資誠聯合會計師事務所","張淑瓊","謝瑋莉","AAEON","5F., No.135, Ln. 235, Baoqiao Rd.,Xindian Dist., New Taipei City 231, ROC","(02)8919-1053","speaker@aaeon.com.tw","http://www.aaeon.com","杜昀真","資深協理","(02)8919-1234","speaker@aaeon.com.tw","http://www.aaeon.com","https://www.aaeon.com/tw/article/list/corporate-management"
"6581","台灣鋼聯股份有限公司","鋼聯","綠能環保","－","彰化縣伸港鄉彰濱工業區線工北一路36號","	89528054","林才翔","謝宗霖","林琨傑","協理","陳襄瑋","(04)7586136","1995/05/24","2018/01/30",新台幣                 10.0000元,1112708870,111270887,0,0,合併,每年,董事會,"中國信託商業銀行代理部","","臺北市重慶南路一段83號5樓","勤業眾信聯合會計師事務所","許瑞隆","吳少君","TSU","No.36, Siangong N. 1st Rd., Shengang TownshipChanghua County 50953, Taiwan","(04)7586135","csr@tsutw.com.tw","https://www.tsutw.com.tw/","林琨傑","協理","(04)7586136","csr@tsutw.com.tw","https://www.tsutw.com.tw/§????H±M°?/???F?A°?","https://www.tsutw.com.tw/§????H±M°?/???q?v?z"
"6582","申豐特用應材股份有限公司","申豐","橡膠工業","－","屏東縣枋寮鄉太源村中山路三段55號","	85841102","黃鯤雄","曾建稄","曾建稄","總經理","汪承甫","072693345","1979/07/17","2017/06/14",新台幣                 10.0000元,1061741410,106174141,0,0,合併,每年,董事會,"永豐金證券股份有限公司","(02) 23816288","台北市博愛路17號3樓","勤業眾信聯合會計師事務所","許瑞軒","王兆群","Shin Foong","NO.55, SEC. 3, ZHONGSHAN RD., FANGLIAO TOWNSHIP, PINGTUNG COUNTY 940, TAIWANFANGLIAO PINGTUNG ,TAIWAN (R.O.C)","072696395","shinfoong@shinfoong.com.tw","http://www.shinfoong.com.tw","曾建稄","總經理","072693345","shinfoong@shinfoong.com.tw","https://www.shinfoong.com.tw/download.asp?it=9&id=328","https://www.shinfoong.com.tw/download.asp"
"6585","鼎基先進材料股份有限公司","鼎基","其他","－","高雄市小港區北林路8-1號","	81486019","林勳臺","林庚賢","林庚賢","總經理","黃彬禎","07-8070166","1981/03/06","2022/05/20",新台幣                 10.0000元,721335870,72133587,0,0,合併,每年,董事會,"第一金證券股份有限公司","02-25635711","台北市大安區安和路一段27號六樓","資誠聯合會計師事務所","王駿凱","廖阿甚","DingZing","No.8-1, Pei-Lin Road, Hsiao-Kang DistrictKaohsiung 81266 ,Taiwan","07-8071617","info@dingzing.com","http://www.dingzing.com","林庚賢","總經理","07-8070166","info@dingzing.com","http://www.dingzing.com","https://www.dingzing.com/tw/IRCorporate#gsc.tab=0"
"6589","台康生技股份有限公司","台康生技","生技醫療業","－","新北市汐止區康寧街169巷101號","	54150737","劉理成","劉理成","劉理成","董事長兼總經理","張志榮","(02)7708-0123","2012/12/21","2025/07/21",新台幣                 10.0000元,3068613020,306861302,55000000,0,合併,每年,董事會,"凱基證券股份有限公司股務代理部","(02)2389-2999","台北市重慶南路一段2號5樓","資誠聯合會計師事務所","游淑芬","顏裕芳","EirGenix","No.101, Lane 169, Kangning St., Xizhi Dist.New Taipei City 22180, Taiwan (R.O.C.)","(02)7708-1666","IR@eirgenix.com","http://www.eirgenix.com","楊秀權","財務長","(03)620-5088","IR@eirgenix.com","http://www.eirgenix.com","https://zh-tw.eirgenix.com"
"6591","動力科技股份有限公司","動力-KY","電腦及週邊設備業","KY","新北市中和區建一路166號9樓、9樓之一","	42461124","許文昉","許文昉","姚成旻","副總經理","許嘉恆","02-8226-3300","2013/11/28","2017/12/28",新台幣                 10.0000元,411224650,41122465,0,0,合併,每年,董事會,"康和綜合證券股份有限公司","02-8787-1888","台北市基隆路1段176號B1","勤業眾信聯合會計師事務所","謝東儒","張嘉銘","SUN MAX","9F-1、9F No. 166, Jian 1st Rd., Zhonghe Dist.,New Taipei City 235, Taiwan (R.O.C.)","02-8226-3311","spokesman@powerlogic.tw","http://www.sun-max.com.tw","姚成旻","副總經理","02-8226-3300","IR@powerlogic.tw","https://www.sun-max.com.tw/responsibility_tw.php?id=13","https://www.sun-max.com.tw/governance_tw.php?id=4"
"6592","和潤企業股份有限公司","和潤企業","其他","－","台北市內湖區瑞光路605號10樓","	16844548","陳建州","林彥良","楊鎧榮","副總經理","林瑋協理","02-2502-4567","1999/05/25","2019/12/09",新台幣                 10.0000元,7231504930,623150493,0,100000000,合併,每年,董事會,"台新證券股務代理部","02-2504-8125","台北市中山區建國北路一段96號地下一樓","資誠聯合會計師事務所","王方瑜","林佳鴻","HOTAI FINANCE","10F., No. 605, Ruiguang Rd.,Taipei,Taiwan,R.O.C.","02-2501-0095","HFC-INVESTOR@hfcfinance.com.tw","https://www.hfcfinance.com.tw/","楊鎧榮","副總經理","02-2502-4567","HFC-INVESTOR@hfcfinance.com.tw","https://www.hfcfinance.com.tw/zh-tw/investor/129#cms3","https://www.hfcfinance.com.tw/zh-tw/corporate/122"
"6598","Applied BioCode Corporation","ABC-KY","生技醫療業","KY","台北市內湖區行忠路28巷1號6樓","	42545659","李家榮","何重人","何重人","總經理","陳祐寧","02-87916833","2016/04/15","2020/06/09",新台幣                 10.0000元,1028190610,102819061,0,0,合併,每年,股東會,"永豐金證券股份有限公司","02-23816288","台北市中正區博愛路17號3樓","資誠聯合會計師事務所","梁嬋女","簡汎亞","Applied BioCode","6F., No.11, Ln. 28, Xingzhong Rd., Neihu Dist.,Taipei City 114, Taiwan(R.O.C.)","02-87919117","IR@Apbiocode.com","www.ApBioCode.com/tw","陳祐寧","陳祐寧","02-87916833","ychen@apbiocode.com","www.ApBioCode.com/tw","https://www.apbiocode.com/tw/%e6%8a%95%e8%b3%87%e4%ba%ba%e5%b0%88%e5%8d%80/%e5%85%ac%e5%8f%b8%e6%b2%"
"6605","帝寶工業股份有限公司","帝寶","汽車工業","－","彰化縣鹿港鎮頭南里南勢巷20-3號","	59347422","謝&#32137;氣","許 (余又) 銘","呂理豐","經理","胡源隆","(04)772-2311","1980/04/25","2004/03/17",新台幣                 10.0000元,1658163970,165816397,0,0,合併,每年,股東會,"凱基證券股份有限公司","(02)2389-2999","台北市重慶南路一段2號5樓","勤業眾信聯合會計師事務所","蔣淑菁","蘇定堅","DEPO","NO.20-3 , NAN SHIN LANE　　LU KANG CHEN, CHANG HUA SHIEN, TAIWAN 　","(04)771-0725","af010@depoautolamp.com","www.depoautolamp.com","呂理豐","經理","(04)772-2311*5801","edward@depoautolamp.com","https://www.depoautolamp.com/investor_tw_3.php","https://www.depoautolamp.com/investor_tw_2.php"
"6606","建德工業股份有限公司","建德工業","電機機械","－","雲林縣斗六市斗工九路17號","	35309102","李金旆","黃盈璇","黃盈璇","總經理","丁承泰","05-5575356","1966/03/16","2023/03/24",新台幣                 10.0000元,1103037830,110303783,0,0,合併,每年,董事會,"富邦綜合證券股份有限公司","02-23611300","台北市中正區許昌街17號11樓","資誠聯合會計師事務所","林秀珊","吳建志","KENT","No. 17, Dougong 9th Rd.,Douliu City,Yunlin County,Taiwan,R.O.C","05-5575136","ctting@kentind.com","www.kentind.com","丁承泰","經理","05-5575356","ctting@kentind.com","www.kentind.com","https://kentind.com/corporate_governance-2/"
"6614","資拓宏宇國際股份有限公司","資拓宏宇","數位雲端","－","新北市板橋區縣民大道二段7號6樓","	28859051","吳麗秀","王芝和","王芝和","總經理","蕭偉政、毛曉夫、黃科瑋","(02)8969-1969","2008/04/10","2025/11/25",新台幣                 10.0000元,806605210,80660521,0,0,合併,每年,董事會,"富邦綜合證券股務代理部","(02)2361-1300","台北市中正區許昌街17號11樓","資誠聯合會計師事務所","黃世鈞","陳憲正","IISI","6F., N.7, Sec. 2, Xianmin Blvd., Banqiao Dist.,New Taipei City 22041, Taiwan (R.O.C.)","(02)8969-3359","invest@iisigroup.com","https://www.iisigroup.com","王芝和","總經理","(02)2969-6614","invest@iisigroup.com","https://www.iisigroup.com/esg/stakeholders/","https://www.iisigroup.com/investors/corporate-governance/"
"6625","必應創造股份有限公司","必應","其他","－","臺北市內湖區新湖一路370號3樓","	54663862","周佑洋","周佑洋","張瑞娟","財務長","王慧倫","27940259","2014/01/02","2018/02/07",新台幣                 10.0000元,579724880,57972488,0,0,合併,每年,董事會,"凱基證券股份有限公司股務代理部","02-23892999","台北市重慶南路一段2號5樓","勤業眾信聯合會計師事務所","陳怡伶","翁雅玲","Binlive","3F., No.370, Xinhu 1st Rd., Neihu Dist., Taipei City 11494, TaiwanTaiwan","27909644","binspokesman@bin-live.com","http://www.bin-live.com/","張瑞娟","財務長","(02)27940259","IR@bin-live.com","http://www.bin-live.com/","https://www.bin-live.com/#section-INVESTOR"
"6641","基士德科技股份有限公司","基士德-KY","綠能環保","KY","高雄市鼓山區民利街15,17,19號(台灣分公司)","	82703128","謝宏炅","陳世賢","陳世賢","總經理","謝牧君","(07)5528802","2013/10/03","2018/09/21",新台幣                 10.0000元,365000000,36500000,0,0,合併,每年,股東會,"永豐金證券股務代理部","(02)23816288","台北市博愛路17 號3樓","安永聯合會計師事務所","陳政初","謝勝安","GSD-KY","No.15,17,19, Minli St., Gushan Dist.,Kaohsiung City 804, Taiwan (R.O.C.)","(07)5529206","ir@gsd.net.tw","https://www.gsd.net.tw/","陳世賢","總經理","0916856641","ir@gsd.net.tw","https://www.gsd.net.tw/list.php?pid=7","https://www.gsd.net.tw/list.php?pid=5&ty=25"
"6645","金萬林企業股份有限公司","金萬林-創","生技醫療業","－","新北市汐止區新台五路一段97號30樓","	27348877","陳惠娥","楊文明","楊文明","總經理","吳佩珊","(02)26976888","2004/08/06","2023/12/21",新台幣                 10.0000元,608640500,60864050,0,0,合併,每年,股東會,"華南永昌綜合證券股份有限公司","(02)27186425","臺北市松山區民生東路四段54號4樓","資誠聯合會計師事務所","支秉鈞","余正富","KIM FOREST","30F., No.97, Sec. 1, Xintai 5th Rd., Xizhi Dist.,New Taipei City 221, Taiwan (R.O.C.)","(02)26976777","mgt@kimforest.com","www.kimforest.com","楊文明","總經理","(02)26976888","mgt@kimforest.com","http://www.kimforest.com/index.php?action=investors","https://www.kimforest.com/index.php?action=about&nid=61"
"6655","科定企業股份有限公司","科定","其他","－","新北市新莊區福慧路268號15樓","	80214519","曹憲章","曹憲章","林美妏","會計主管","王凱君","02-22963999","2002/07/22","2018/11/28",新台幣                 10.0000元,805718170,80571817,0,0,合併,每半會計年度,董事會,"中國信託商業銀行代理部","02-66365566","台北市中正區重慶南路一段83號5樓","勤業眾信","尤志峰","蔡侑玲","KD","15F., No. 268, Fuhui Rd., Xinzhuang Dist.,New Taipei City 242, Taiwan (R.O.C.)","02-85111216","kdstock@twkd.com","http://www.twkd.com","林美妏","會計主管","02-22963999","ir@twkd.com","https://www.twkd.com/tw/investor_relations.php?act=view&id=1","https://www.twkd.com/tw/investor_relations.php?act=view&id=1"
"6657","華安醫學股份有限公司","華安","生技醫療業","－","台北市瑞光路583巷21號6樓之3","	53726093","陳翰民","江銘燦","江銘燦","總經理","林俊材","(02)2627-0835","2012/08/28","2023/06/12",新台幣                 10.0000元,888080000,88808000,0,0,合併,每年,股東會,"中國信託商業銀行代理部","(02)6636-5566","臺北市中正區重慶南路一段83號5樓","勤業眾信聯合會計師事務所","葉淑娟","黃惠敏","ENERGENESIS","6F.-3, No.21, Ln.583, Ruiguang Rd.,Neihu Dist., Taipei 11492, Taiwan","(02)2627-0836","EB@energenesis-biomedical.com","http://www.energenesis-biomedical.com","江銘燦","總經理","(02)2627-0835","EB@energenesis-biomedical.com","http://www.energenesis-biomedical.com/invest_company.php","https://www.energenesis-biomedical.com/tw/invest/company"
"6658","聯策科技股份有限公司","聯策","其他電子業","－","桃園市中壢區新生路三段255巷168號","	13079649","林文彬","陳識翔","陳識翔","總經理","林鈺婷","03-3690966","2002/04/29","2023/11/02",新台幣                 10.0000元,363700000,36370000,0,0,合併,每年,董事會,"福邦證券股份有限公司股務代理部","02-23836888","台北市中正區忠孝西路一段6號6樓","勤業眾信聯合會計師事務所","施錦川","劉書琳","SynPower","No. 168, Lane 255, Section 3, Xinsheng Road,Zhongli District, Taoyuan City, 320, ROC","03-3690978","spokesman@synpower.com.tw","http://www.synpower.com.tw","陳識翔","總經理","03-3690966","spokesman@synpower.com.tw","http://www.synpower.com.tw","https://www.synpower.com.tw/tw/Corporate/14/%E5%85%AC%E5%8F%B8%E6%B2%BB%E7%90%86"
"6666","羅麗芬控股股份有限公司","羅麗芬-KY","生技醫療業","KY","新北市中和區圓通路301號生醫科技大樓15樓","	82230260","嘉黛國際有限公司(代表人:羅麗芬)","饒煥文","王志富","總經理特助","劉雅媚","(02)87713126","2016/09/21","2018/11/19",新台幣                 10.0000元,473880000,47388000,0,0,合併,每年,股東會,"元大證券股份有限公司","02-2586-5859","台北市敦化南路二段 67號B1","資誠聯合會計師事務所","陳晉昌","廖福銘","LLF-KY","15F, Biomedical Technology Building, No. 301, Yuantong Road, Zhonghe District,New Taipei City,Taiwan","(02)2741-6259","ir@jiawenli.com","www.luolihfen.com/","王志富","IR","(02)87713126","ir@jiawenli.com","http://luolihfen.com/tc/join1-38.html","https://luolifen.com/tc/join1-36.html"
"6668","中揚光電股份有限公司","中揚光","光電業","－","台中市南屯區工業區二十二路21號","	54258218","李榮洲","李榮洲(暫代)","李榮洲","董事長","潘景祥","04-23595993","2013/06/04","2018/12/12",新台幣                 10.0000元,1071160870,107116087,27285000,0,合併,每年,董事會,"元大證券股份有限公司股務代理部","02-25865859","臺北市大安區敦化南路2段67號地下一樓","安侯建業聯合會計師事務所","區耀軍","簡思娟","Zhong Yang","No.21, Gongyequ 22nd Rd.Nantun Dist., Taichung City ,Taiwan","04-23580809","service@zy-tech.com.tw","http://www.jmo-corp.com","潘景祥","資深協理","04-23595993","investor_relations@zy-tech.com.tw","http://www.zy-tech.com.tw/page/about/index.aspx?kind=58","http://www.zy-tech.com.tw/page/about/index.aspx?kind=33"
"6669","緯穎科技服務股份有限公司","緯穎","電腦及週邊設備業","－","新北市汐止區新台五路一段90號8樓","	53687704","洪麗&#23511;","林威遠","陳昌偉","財務長","吳海如","(02)6615-8888","2012/03/03","2019/03/27",新台幣                 10.0000元,1858407910,185840791,0,0,合併,每年,股東會,"元大證券股份有限公司","(02)2586-5859","臺北市大安區敦化南路2段67號地下一樓","安侯建業聯合會計師事務所","陳雅琳","楊雲筑","Wiwynn","8F, 90, Sec.1, Xintai 5th Rd.,Xizhi Dist.,New Taipei City,Taiwan,R.O.C","(02)6615-8999","IR@wiwynn.com","https://www.wiwynn.com","陳昌偉","財務長","(02)6615-8888","IR@wiwynn.com","https://www.wiwynn.com/zh/esg","https://www.wiwynn.com/zh/investors/corporate-governance"
